GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
21.9837883841,108.6502449023,21.9808933978,108.6539839017,21.986593,108.66058,广西壮族自治区钦州市钦南区永福东大街11号,-,钦州市
20.0403444772,110.31463596,20.0382630996,110.3189704098,20.04405,110.325526,海南省海口市龙华区港湾路,-,海口市
38.9125202467,121.6100502809,38.9132883015,121.6149855454,38.918953,121.621628,辽宁省大连市西岗区人民广场1号,-,大连市
36.0658569754,120.3778488118,36.0661215076,120.382971831,36.072227,120.389458,山东省青岛市市南区香港中路11号,-,青岛市
23.4795703001,111.2738686258,23.4769822285,111.2789701873,23.482746,111.285518,广西壮族自治区梧州市长洲区新兴三路1号,-,梧州市
31.1436520016,97.1725441521,31.1413427232,97.1730859583,31.147347,97.179579,西藏自治区昌都地区昌都县昌都西路延伸段,-,昌都市
41.1067826452,122.9895166894,41.108670145,122.9949669381,41.115052,123.001371,辽宁省鞍山市铁东区胜利南路36号,-,鞍山市
36.8124615025,118.0489325123,36.8129597089,118.0549889403,36.819085,118.061455,山东省淄博市张店区人民西路8号,-,淄博市
22.6565331379,110.1775160484,22.6537510276,110.1819953375,22.659831,110.188453,广西壮族自治区玉林市玉州区,-,玉林市
31.4764525231,92.0632873479,31.474233672,92.0645801726,31.480364,92.071062,西藏自治区那曲地区那曲县浙江中路15,-,那曲地区
35.2340579469,115.4751257304,35.2336811037,115.4809944037,35.239408,115.487549,山东省菏泽市牡丹区中华路1009号,-,菏泽市
24.3284251266,109.4233841428,24.3257415908,109.4279921779,24.331961,109.434425,广西壮族自治区柳州市城中区文昌路66,-,柳州市
29.240086764,91.770978663,29.2370160536,91.7721963859,29.243027,91.778679,西藏自治区山南地区乃东县,-,山南市
42.2213743033,123.7199937856,42.2235870737,123.725991205,42.22995,123.732367,辽宁省铁岭市铁岭县金沙江路28号,-,铁岭市
36.6497817915,117.1138608116,36.6502164797,117.1199869771,36.656554,117.126399,山东省济南市历下区龙奥南路,-,济南市
25.2397591753,110.1923991317,25.2369690853,110.1970125312,25.242887,110.203545,广西壮族自治区桂林市临桂县人民路220号,-,桂林市
29.6508813004,94.3603294243,29.6481959409,94.361493503,29.654042,94.368054,西藏自治区林芝地区林芝县广福大道,-,林芝市
21.6891878449,108.3500090735,21.6866905378,108.3539894717,21.693005,108.36042,广西壮族自治区防城港市港口区,-,防城港市
29.6467562663,91.1127382311,29.6440615826,91.1143046412,29.65004,91.120823,西藏自治区拉萨市城关区太阳岛一路10,-,拉萨市
22.8189739942,108.3629386575,22.8162791968,108.3669941575,22.822607,108.373454,广西壮族自治区南宁市青秀区嘉宾路1号-9楼,-,南宁市
29.2528303897,88.8944460072,29.2495637144,88.8964737572,29.255583,88.902952,西藏自治区日喀则地区日喀则市,-,日喀则市
41.265733,123.2312603776,41.2678016734,123.2370003049,41.274162,123.243366,辽宁省辽阳市太子河区,-,辽阳市
40.6658290934,122.2298228795,40.6673917211,122.2350049073,40.673138,122.241575,辽宁省营口市站前区渤海大街西1号,-,营口市
36.1996828611,117.0819236166,36.1999209487,117.0879693157,36.205857,117.094492,山东省泰安市泰山区望岳东路3号,-,泰安市
42.0195442235,121.6645979081,42.0216444348,121.6699891482,42.028022,121.676407,辽宁省阜新市细河区中华路45-6,-,阜新市
35.1051786204,118.3512569532,35.104766063,118.3569861517,35.110672,118.363537,山东省临沂市兰山区上海路,-,临沂市
39.9989693294,124.3492306826,40.0004938933,124.3549813387,40.006408,124.36155,辽宁省丹东市振兴区,-,丹东市
36.7058654553,119.1561041161,36.7063170652,119.1619996115,36.71265,119.168374,山东省潍坊市奎文区胜利东街97号,-,潍坊市
24.6957612199,108.0807432461,24.6930075955,108.0849972296,24.698912,108.091503,广西壮族自治区河池市金城江区新建东路13号,-,河池市
18.2546717903,109.5079085532,18.2529855722,109.512012333,18.258736,109.51856,海南省三亚市新风街257,-,三亚市
41.0931379167,121.1203453138,41.0951877083,121.1259994104,41.100933,121.132599,辽宁省锦州市太和区市府路66号,-,锦州市
35.4149519391,116.5817029023,35.4145147235,116.5869975829,35.420177,116.593614,山东省济宁市市中区红星中路11号,-,济宁市
21.483439868,109.1156812712,21.4810589069,109.11997817,21.486836,109.126531,广西壮族自治区北海市海城区和平路108号,-,北海市
27.8212845585,114.9121513658,27.8178258442,114.9169847064,27.823579,114.923539,江西省新余市渝水区仙来中大道288,-,新余市
28.6870946488,115.8530707077,28.6837958113,115.8579952435,28.689455,115.864585,江西省南昌市东湖区新府路152号,-,南昌市
37.4326235731,118.6693412763,37.4332795895,118.6749792796,37.439642,118.681384,山东省东营市东营区府前大街77号,-,东营市
37.3813058909,117.9650692486,37.3819367692,117.9709486508,37.388197,117.9774,山东省滨州市滨城区黄河五路385,-,滨州市
21.8609819585,111.9769142424,21.8582336912,111.9819675242,21.864339,111.988487,广东省阳江市江城区东风二路62号,-,阳江市
41.5714193018,120.4453377788,41.5737149063,120.4510347907,41.579822,120.457496,辽宁省朝阳市双塔区朝阳大街3段-7号,-,朝阳市
23.5520462947,116.3673028178,23.549641737,116.3719966836,23.555741,116.378515,广东省揭阳市榕城区临江北路辅路,-,揭阳市
22.7882313483,115.3700552978,22.7855903606,115.3749798336,22.791262,115.381549,广东省汕尾市城区莲塘四街28号,-,汕尾市
40.709537702,120.8318011848,40.7110056342,120.8369993059,40.717363,120.843399,辽宁省葫芦岛市龙港区龙湾大街15号,-,葫芦岛市
21.6660715391,110.9204961073,21.6632897186,110.9249914896,21.669064,110.931541,广东省茂名市茂南区油城六路2号,-,茂名市
41.1178855609,122.0654758276,41.1199667448,122.0709582628,41.125874,122.077491,辽宁省盘锦市兴隆台区市府大街18,-,盘锦市
40.9499365609,117.9566684804,40.9514923752,117.9629663072,40.957856,117.969396,河北省承德市双桥区府前路,-,承德市
41.7260116266,125.9343455436,41.7281617566,125.9399942758,41.733816,125.94661,吉林省通化市东昌区新华大街485号,-,通化市
30.5275995267,117.05158179,30.5252799012,117.056983759,30.530957,117.063608,安徽省安庆市迎江区市府路2号,-,安庆市
29.2712122426,117.1726646121,29.2686010382,117.178002208,29.274248,117.184574,江西省景德镇市昌江区瓷都大道686号,-,景德镇市
39.6289968309,118.1737491624,39.6303147873,118.1800416248,39.636585,118.186463,河北省唐山市路北区西山道3号,-,唐山市
45.6176656383,122.8331646596,45.6195866031,122.8390440618,45.625506,122.845587,吉林省白城市洮北区文化东路1号,-,白城市
33.6477441219,116.9586334984,33.6461633043,116.9639818232,33.652096,116.970543,安徽省宿州市埇桥区银河一路506,-,宿州市
27.625692094,113.8496844558,27.6223033918,113.8550113229,27.628393,113.861499,江西省萍乡市安源区迎宾路32,-,萍乡市
38.873010118,115.4586524667,38.8739331373,115.4650039376,38.879989,115.47146,河北省保定市新市区东风西路105号,-,保定市
32.6275548189,116.994557822,32.6254946999,116.999959791,32.631847,117.006386,安徽省淮南市田家庵区洞山中路9号,-,淮南市
27.117169338,114.9890162287,27.11380318,114.9939675865,27.119727,115.000514,江西省吉安市吉州区鹭洲东路1号,-,吉安市
40.7662133244,114.8798800167,40.767501373,114.8860008177,40.773238,114.892574,河北省张家口市桥东区长城西大街,-,张家口市
43.1635391214,124.3437500886,43.1661021188,124.349940627,43.171995,124.356483,吉林省四平市铁西区市府路2号,-,四平市
31.6725732294,118.5017809626,31.6706193504,118.5070005413,31.676265,118.513581,安徽省马鞍山市雨山区太白大道2008,-,马鞍山市
25.8322751212,114.9292840313,25.8290789056,114.9339939903,25.835176,114.940508,江西省赣州市章贡区兴国路,-,赣州市
36.6255057093,114.5332793418,36.6255961254,114.5390192691,36.631263,114.54563,河北省邯郸市邯郸县联通北路3号,-,邯郸市
43.8137806729,125.3174928527,43.8162194637,125.3239730697,43.821954,125.330606,吉林省长春市南关区人民大街10111号,-,长春市
32.9173205999,117.3831130596,32.9156184289,117.3889549108,32.921523,117.395514,安徽省蚌埠市蚌山区东海大道3115,-,蚌埠市
27.9522841142,116.3529935814,27.9491328354,116.3579717612,27.954893,116.364537,江西省抚州市临川区赣东大道33号,-,抚州市
38.0417774681,114.5089942984,38.0424323266,114.515007811,38.048312,114.521529,河北省石家庄市长安区中山东路216号,-,石家庄市
43.8355543146,126.5433320589,43.8378220205,126.5490397997,43.843566,126.555634,吉林省吉林市船营区松江路65号,-,吉林市
31.3540265172,118.4276162313,31.3521896171,118.4330074714,31.358537,118.439435,安徽省芜湖市鸠江区政通路66,-,芜湖市
27.8182869305,114.4116803828,27.8151935451,114.4169911566,27.820856,114.42356,江西省宜春市袁州区,-,宜春市
32.2570033658,118.3275663416,32.2550164282,118.332973675,32.261271,118.339408,安徽省滁州市琅琊区,-,滁州市
29.7079666407,115.9959227984,29.7054133455,116.0009921734,29.71134,116.007533,江西省九江市浔阳区长虹大道66,-,九江市
31.8223053535,117.2214978776,31.8203227332,117.2269856772,31.826578,117.233441,安徽省合肥市蜀山区东流路100号,-,合肥市
28.4577763447,117.9380285288,28.4543618128,117.9429906155,28.460626,117.949463,江西省上饶市信州区,-,上饶市
37.7382041118,115.663118622,37.7388361913,115.6689926597,37.745191,115.675402,河北省衡水市桃城区,-,衡水市
41.9314713172,126.4171368505,41.9339815577,126.4230055238,41.939629,126.429628,吉林省白山市浑江区铁北街28-1号,-,白山市
37.070117515,114.4990614252,37.0706268651,114.5050105648,37.076685,114.511459,河北省邢台市桥东区红星街139号,-,邢台市
39.5365247894,116.6780709005,39.5376046762,116.6839556671,39.543367,116.690577,河北省廊坊市广阳区广阳道238号,-,廊坊市
42.8852365268,125.1375972801,42.8877640699,125.1440131241,42.894055,125.150423,吉林省辽源市龙山区人民大街215号,-,辽源市
33.8459681353,115.7724290797,33.8445424779,115.7779866168,33.850642,115.784466,安徽省亳州市谯城区希夷大道365,-,亳州市
38.3037229637,116.8332455167,38.3042912937,116.8390390882,38.310215,116.84558,河北省沧州市运河区解放西路39号,-,沧州市
45.1393391081,124.818684067,45.1413332078,124.824997987,45.147403,124.83148,吉林省松原市宁江区沿江东路189号,-,松原市
29.7181911895,118.3337589924,29.715791892,118.3389571135,29.721889,118.345436,安徽省黄山市屯溪区长干路108号,-,黄山市
28.9729624666,118.855210155,28.9698980664,118.8600059447,28.975546,118.866597,浙江省衢州市柯城区三江东路,-,衢州市
22.0101716541,100.7958543399,22.0073317851,100.7969915965,22.013601,100.803443,云南省西双版纳傣族自治州景洪市宣慰大道69号,-,西双版纳傣族自治州
30.2494153927,120.2044815102,30.2469964281,120.2090251722,30.253082,120.21551,浙江省杭州市江干区,-,杭州市
24.4354734214,98.5846384401,24.4323087185,98.5847940082,24.438011,98.591356,云南省德宏傣族景颇族自治州芒市勇罕街5号,-,德宏傣族景颇族自治州
30.6669913127,117.4865172553,30.66465658,117.4920050549,30.670885,117.498424,安徽省池州市贵池区百牙中路1号,-,池州市
30.9429022883,118.75389627,30.9406939686,118.7590139248,30.946601,118.765537,安徽省宣城市宣州区鳌峰中路49号,-,宣城市
31.7371744595,116.5149152454,31.7351260372,116.5200060782,31.741452,116.526412,安徽省六安市金安区,-,六安市
33.9571632701,116.7925960572,33.9557616984,116.7980033906,33.961657,116.804536,安徽省淮北市相山区,-,淮北市
30.9474194063,117.8066677928,30.9451466764,117.812021482,30.951233,117.818481,安徽省铜陵市铜陵县湖东路666号,-,铜陵市
29.9875469699,122.2028301266,29.9851634456,122.2070090082,29.990911,122.213557,浙江省舟山市定海区海天大道681号,-,舟山市
50.4126943621,124.1386979463,50.4143934192,124.1462939622,50.420027,124.152927,内蒙古自治区呼伦贝尔市鄂伦春自治旗,-,大兴安岭地区
28.4709210157,119.9185839068,28.4675162385,119.9229827296,28.473278,119.929571,浙江省丽水市莲都区花园路,-,丽水市
47.7251079024,128.8339790167,47.7274031347,128.8410546842,47.733319,128.847544,黑龙江省伊春市伊春区,-,伊春市
29.0812684354,119.6423061308,29.0782820152,119.6469946322,29.08464,119.653441,浙江省金华市婺城区双龙南街801号,-,金华市
46.6518792443,126.9626341289,46.653771976,126.9689426845,46.660032,126.975358,黑龙江省绥化市北林区迎宾路2号,-,绥化市
28.6588885244,121.4165747076,28.6559464981,121.4210057169,28.662193,121.427432,浙江省台州市椒江区白云山中路233号,-,台州市
39.934717397,119.5962505641,39.9358239444,119.6020226779,39.941747,119.608534,河北省秦皇岛市海港区文化路206,-,秦皇岛市
50.2435091177,127.5217780338,50.2451730935,127.5290897356,50.251273,127.535487,黑龙江省黑河市爱辉区王肃街,-,黑河市
27.9981141016,120.6959524539,27.9948269205,120.6999972251,28.001086,120.706479,浙江省温州市鹿城区一号横街后,-,温州市
44.5484119608,129.625900237,44.5503654253,129.6329651755,44.556247,129.639544,黑龙江省牡丹江市东安区兴隆街,-,牡丹江市
29.8630095108,121.6178926436,29.8603858633,121.6219856946,29.866034,121.628572,浙江省宁波市江东区河清北路,-,宁波市
46.7971013124,130.3131827403,46.7993156015,130.3209665109,46.805691,130.327358,黑龙江省佳木斯市佳木斯市长安路2666号,-,佳木斯市
30.0327510816,120.5749318967,30.0301226284,120.5790142188,30.03637,120.585477,浙江省绍兴市越城区曲屯路157,-,绍兴市
45.8011998452,126.528928686,45.8032156068,126.5350173005,45.808824,126.541611,黑龙江省哈尔滨市松北区世纪大道1号,-,哈尔滨市
30.8950975113,120.0831137141,30.8930537491,120.0879792413,30.898964,120.094518,浙江省湖州市吴兴区仁皇山路,-,湖州市
47.3521826734,123.9114363984,47.3542252174,123.9179809884,47.359978,123.924569,黑龙江省齐齐哈尔市建华区新明街27号,-,齐齐哈尔市
30.7473413022,120.7526834145,30.7450453876,120.7569964066,30.750974,120.763549,浙江省嘉兴市南湖区广场路1号,-,嘉兴市
46.5858700332,125.094955959,46.587979062,125.1020101687,46.593635,125.108661,黑龙江省大庆市萨尔图区东风路28号,-,大庆市
44.9050125134,82.0632050794,44.9060232596,82.06647201,44.912196,82.07291,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市青得里大街199,-,博尔塔拉蒙古自治州
39.7141222668,76.1647114551,39.7145555776,76.1677799022,39.720471,76.174313,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市帕米尔路西1院,-,克孜勒苏柯尔克孜自治州
38.416127061,112.7274281931,38.4166987317,112.7339835119,38.422382,112.74062,山西省忻州市忻府区长征东街21号,-,忻州市
40.8410834107,111.7420292118,40.8425281817,111.7489493111,40.848422,111.755512,内蒙古自治区呼和浩特市新城区新华东街1号,-,呼和浩特市
24.4817973305,118.0849969942,24.4791464847,118.0899698097,24.485408,118.096435,福建省厦门市思明区湖滨北路61号,-,厦门市
37.8701324671,112.5437150641,37.8706702723,112.5500289841,37.87699,112.556396,山西省太原市杏花岭区新建路69,-,太原市
40.6560267291,109.8342594372,40.6571825993,109.8399832712,40.662929,109.84654,内蒙古自治区包头市昆都仑区钢铁大街29号,-,包头市
26.6696089972,119.5434020736,26.6661479085,119.5480154731,26.672242,119.55451,福建省宁德市蕉城区闽东中路35号,-,宁德市
49.2101584451,119.7586345805,49.2121244375,119.765994562,49.218446,119.772367,内蒙古自治区呼伦贝尔市海拉尔区满洲里路59号,-,呼伦贝尔市
26.0772776987,119.2922121622,26.0741554513,119.2969918587,26.080429,119.30347,福建省福州市鼓楼区乌山路92号,-,福州市
47.3474651085,130.2901571461,47.3498965264,130.2979945608,47.356056,130.304433,黑龙江省鹤岗市向阳区友谊路,-,鹤岗市
46.6446027922,131.1508753649,46.6468457552,131.1590078226,46.653185,131.165342,黑龙江省双鸭山市尖山区新兴大街195号,-,双鸭山市
45.2930885606,130.9615135953,45.2952359081,130.9689486787,45.300874,130.97562,黑龙江省鸡西市鸡冠区红旗路18号,-,鸡西市
45.7681224718,130.9973244096,45.7703189228,131.0049847985,45.7763,131.011544,黑龙江省七台河市桃山区大同街31号,-,七台河市
47.8436849801,88.1379383975,47.8450135899,88.1413072519,47.850729,88.147926,新疆维吾尔自治区阿勒泰地区阿勒泰市解放路8号,-,阿勒泰地区
37.1145385665,79.9201825141,37.114196325,79.9220922469,37.120447,79.928511,新疆维吾尔自治区和田地区和田市塔乃依北路3号,-,和田地区
46.7444791923,82.9774261388,46.7451887116,82.9805804166,46.750947,82.987233,新疆维吾尔自治区塔城地区塔城市新华路,-,塔城地区
42.8183221254,93.5130917055,42.8198566632,93.5147224886,42.825826,93.521212,新疆维吾尔自治区哈密地区哈密市建国南路28号,-,哈密市
39.3296127776,112.4261524174,39.330782905,112.4330188725,39.33711,112.439374,山西省朔州市朔城区市府西街3号,-,朔州市
34.8975111226,108.9412881216,34.896411072,108.9459819874,34.902638,108.952403,陕西省铜川市耀州区正阳路辅路,-,铜川市
46.0801456549,122.0318874263,46.0820880069,122.037965312,46.088464,122.044361,内蒙古自治区兴安盟乌兰浩特市,-,兴安盟
38.8514794334,105.7247007113,38.8520476064,105.7289761525,38.858277,105.735373,内蒙古自治区阿拉善盟阿拉善左旗民主路,-,阿拉善盟
37.5176506097,111.137608868,37.518442093,111.1439817966,37.524499,111.150449,山西省吕梁市离石区永宁中路59,-,吕梁市
43.9309169794,116.0411768815,43.9330727115,116.0479735991,43.939424,116.054388,内蒙古自治区锡林郭勒盟锡林浩特市,-,锡林郭勒盟
35.0271532901,111.0012171119,35.0263800833,111.0069731324,35.032706,111.013385,山西省运城市盐湖区河东街248,-,运城市
35.4910271392,112.8458744486,35.4906340363,112.852000614,35.496284,112.858577,山西省晋城市城区凤台西街289号,-,晋城市
39.6072171063,109.7753077014,39.6082421708,109.7810315354,39.614483,109.787441,内蒙古自治区鄂尔多斯市东胜区,-,鄂尔多斯市
26.2674072991,117.6340712119,26.2639774533,117.6389581967,26.269736,117.645521,福建省三明市梅列区东新二路,-,三明市
36.0881207634,111.5127428082,36.0880167114,111.5189816264,36.093743,111.525527,山西省临汾市尧都区市府街,-,临汾市
40.7416779706,107.3824018123,40.7431127259,107.3879861715,40.749358,107.3944,内蒙古自治区巴彦淖尔市临河区,-,巴彦淖尔市
26.6449537883,118.1728718038,26.6416838794,118.1778875347,26.647772,118.18437,福建省南平市延平区八一路439号,-,南平市
37.6863728473,112.746522575,37.6870563855,112.7530135208,37.692841,112.759593,山西省晋中市榆次区羊毫街114号,-,晋中市
43.6497002814,122.2384510837,43.6520679685,122.2440086208,43.65798,122.250523,内蒙古自治区通辽市科尔沁区阿古拉大街,-,通辽市
24.5161570788,117.6422290471,24.5131603327,117.6469926503,24.51893,117.653579,福建省漳州市芗城区胜利西路120号,-,漳州市
36.1953123596,113.1093290096,36.1954855364,113.1159969812,36.201267,113.122562,山西省长治市城区英雄中路87,-,长治市
42.2536298432,118.8828766526,42.2555675831,118.8890457333,42.261688,118.895522,内蒙古自治区赤峰市松山区玉龙大街,-,赤峰市
25.0777428256,117.0121487328,25.0749539325,117.0169713446,25.08122,117.023445,福建省龙岩市新罗区龙岩大道1号,-,龙岩市
40.0752143772,113.2929418393,40.0764048652,113.2999477692,40.08247,113.306436,山西省大同市城区迎宾西路5号,-,大同市
39.6547400613,106.7892312745,39.6556983004,106.794010971,39.662006,106.800395,内蒙古自治区乌海市海勃湾区,-,乌海市
25.4567595782,119.0032712608,25.4539406539,119.0079597622,25.459865,119.014521,福建省莆田市城厢区荔城大道216号,-,莆田市
37.856169679,113.5745911295,37.8566822152,113.581001609,37.862362,113.587615,山西省阳泉市城区南大街29号,-,阳泉市
40.9928536556,113.1257489329,40.9946271778,113.1330284482,41.00075,113.139468,内蒙古自治区乌兰察布市集宁区,-,乌兰察布市
24.8765183854,118.6714571592,24.8735935534,118.6759793637,24.879952,118.682444,福建省泉州市丰泽区海星街,-,泉州市
33.0694690043,107.0184895963,33.0675719222,107.0229849786,33.0738,107.029427,陕西省汉中市汉台区民主街43号,-,汉中市
34.3645472211,107.2332878103,34.3631524399,107.2379924049,34.368915,107.244572,陕西省宝鸡市金台区,-,宝鸡市
33.8740088276,109.9130380956,33.8723119979,109.9179894534,33.878633,109.924415,陕西省商洛市商州区江滨南路,-,商洛市
32.6868018889,109.0241487624,32.6847341226,109.0290035607,32.690513,109.035604,陕西省安康市汉滨区育才路113号,-,安康市
38.2846800783,109.7294211169,38.285193822,109.7350001117,38.290882,109.741618,陕西省榆林市榆阳区青山东路,-,榆林市
34.5012624256,109.5048795525,34.4999672304,109.5100454871,34.505715,109.516593,陕西省渭南市临渭区东风街83号,-,渭南市
34.3305867525,108.7043230293,34.329156036,108.708990073,34.335476,108.715421,陕西省咸阳市秦都区渭阳中路6号,-,咸阳市
36.5853366801,109.4845813524,36.5854486819,109.4900047789,36.591112,109.496579,陕西省延安市宝塔区南关街57号,-,延安市
